Country Name,Country Code,Series,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,"Completion rate, lower secondary education, rural, fourth quintile, female (%)",UIS.CR.2.RUR.Q4.F,..,..,..,..,..,..,12.88914,..,..,..,26.37276,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, fourth quintile, male (%)",UIS.CR.2.RUR.Q4.M,..,..,..,..,..,..,42.80005,..,..,..,51.67464,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, middle quintile, female (%)",UIS.CR.2.RUR.Q3.F,..,..,..,..,..,..,3.51711,..,..,..,13.13051,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, middle quintile, male (%)",UIS.CR.2.RUR.Q3.M,..,..,..,..,..,..,31.15588,..,..,..,43.02052,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, poorest quintile, female (%)",UIS.CR.2.RUR.Q1.F,..,..,..,..,..,..,0.03164,..,..,..,12.88284,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, poorest quintile, male (%)",UIS.CR.2.RUR.Q1.M,..,..,..,..,..,..,14.62734,..,..,..,34.81102,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, richest quintile, female (%)",UIS.CR.2.RUR.Q5.F,..,..,..,..,..,..,15.05597,..,..,..,48.12878,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, richest quintile, male (%)",UIS.CR.2.RUR.Q5.M,..,..,..,..,..,..,57.22196,..,..,..,79.31364,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, second quintile, female (%)",UIS.CR.2.RUR.Q2.F,..,..,..,..,..,..,3.1874,..,..,..,14.76836,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, rural, second quintile, male (%)",UIS.CR.2.RUR.Q2.M,..,..,..,..,..,..,21.33581,..,..,..,43.05658,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, fourth quintile, female (%)",UIS.CR.2.URB.Q4.F,..,..,..,..,..,..,15.38226,..,..,..,30.95478,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, fourth quintile, male (%)",UIS.CR.2.URB.Q4.M,..,..,..,..,..,..,32.83217,..,..,..,47.74356,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, middle quintile, female (%)",UIS.CR.2.URB.Q3.F,..,..,..,..,..,..,6.78508,..,..,..,30.15091,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, middle quintile, male (%)",UIS.CR.2.URB.Q3.M,..,..,..,..,..,..,20.20622,..,..,..,49.54367,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, poorest quintile, female (%)",UIS.CR.2.URB.Q1.F,..,..,..,..,..,..,0,..,..,..,20.23083,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, poorest quintile, male (%)",UIS.CR.2.URB.Q1.M,..,..,..,..,..,..,0,..,..,..,58.58771,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, richest quintile, female (%)",UIS.CR.2.URB.Q5.F,..,..,..,..,..,..,39.0373,..,..,..,53.31943,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, richest quintile, male (%)",UIS.CR.2.URB.Q5.M,..,..,..,..,..,..,60.22079,..,..,..,67.76625,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, second quintile, female (%)",UIS.CR.2.URB.Q2.F,..,..,..,..,..,..,0,..,..,..,26.09874,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, lower secondary education, urban, second quintile, male (%)",UIS.CR.2.URB.Q2.M,..,..,..,..,..,..,0,..,..,..,65.88956,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, fourth quintile, female (%)",UIS.CR.1.RUR.Q4.F,..,..,..,..,..,..,28.59874,..,..,..,41.20252,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, fourth quintile, male (%)",UIS.CR.1.RUR.Q4.M,..,..,..,..,..,..,63.84288,..,..,..,77.09022,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, middle quintile, female (%)",UIS.CR.1.RUR.Q3.F,..,..,..,..,..,..,17.44296,..,..,..,24.66875,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, middle quintile, male (%)",UIS.CR.1.RUR.Q3.M,..,..,..,..,..,..,48.0493,..,..,..,59.77942,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, poorest quintile, female (%)",UIS.CR.1.RUR.Q1.F,..,..,..,..,..,..,8.28005,..,..,..,30.51081,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, poorest quintile, male (%)",UIS.CR.1.RUR.Q1.M,..,..,..,..,..,..,30.96968,..,..,..,55.88147,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, richest quintile, female (%)",UIS.CR.1.RUR.Q5.F,..,..,..,..,..,..,39.18679,..,..,..,56.63217,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, richest quintile, male (%)",UIS.CR.1.RUR.Q5.M,..,..,..,..,..,..,76.30603,..,..,..,85.60305,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, second quintile, female (%)",UIS.CR.1.RUR.Q2.F,..,..,..,..,..,..,11.50164,..,..,..,27.89851,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, rural, second quintile, male (%)",UIS.CR.1.RUR.Q2.M,..,..,..,..,..,..,40.4085,..,..,..,62.15272,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, fourth quintile, female (%)",UIS.CR.1.URB.Q4.F,..,..,..,..,..,..,37.31886,..,..,..,57.90284,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, fourth quintile, male (%)",UIS.CR.1.URB.Q4.M,..,..,..,..,..,..,63.17112,..,..,..,67.94329,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, middle quintile, female (%)",UIS.CR.1.URB.Q3.F,..,..,..,..,..,..,22.71429,..,..,..,30.87735,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, middle quintile, male (%)",UIS.CR.1.URB.Q3.M,..,..,..,..,..,..,63.04421,..,..,..,59.28705,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, poorest quintile, female (%)",UIS.CR.1.URB.Q1.F,..,..,..,..,..,..,0,..,..,..,47.84533,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, poorest quintile, male (%)",UIS.CR.1.URB.Q1.M,..,..,..,..,..,..,0,..,..,..,55.60611,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, richest quintile, female (%)",UIS.CR.1.URB.Q5.F,..,..,..,..,..,..,66.61138,..,..,..,66.60258,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, richest quintile, male (%)",UIS.CR.1.URB.Q5.M,..,..,..,..,..,..,79.06571,..,..,..,83.36343,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, second quintile, female (%)",UIS.CR.1.URB.Q2.F,..,..,..,..,..,..,0,..,..,..,64.68845,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, primary education, urban, second quintile, male (%)",UIS.CR.1.URB.Q2.M,..,..,..,..,..,..,35.77497,..,..,..,70.80571,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, fourth quintile, female (%)",UIS.CR.3.RUR.Q4.F,..,..,..,..,..,..,5.03208,..,..,..,9.9954,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, fourth quintile, male (%)",UIS.CR.3.RUR.Q4.M,..,..,..,..,..,..,25.46712,..,..,..,39.81856,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, middle quintile, female (%)",UIS.CR.3.RUR.Q3.F,..,..,..,..,..,..,1.40512,..,..,..,6.25281,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, middle quintile, male (%)",UIS.CR.3.RUR.Q3.M,..,..,..,..,..,..,16.38894,..,..,..,22.25236,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, poorest quintile, female (%)",UIS.CR.3.RUR.Q1.F,..,..,..,..,..,..,0.40079,..,..,..,4.94879,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, poorest quintile, male (%)",UIS.CR.3.RUR.Q1.M,..,..,..,..,..,..,5.32455,..,..,..,20.1792,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, richest quintile, female (%)",UIS.CR.3.RUR.Q5.F,..,..,..,..,..,..,3.7279,..,..,..,61.26122,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, richest quintile, male (%)",UIS.CR.3.RUR.Q5.M,..,..,..,..,..,..,36.2237,..,..,..,55.41822,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, second quintile, female (%)",UIS.CR.3.RUR.Q2.F,..,..,..,..,..,..,0.09307,..,..,..,5.54179,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, rural, second quintile, male (%)",UIS.CR.3.RUR.Q2.M,..,..,..,..,..,..,8.23083,..,..,..,24.69529,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, fourth quintile, female (%)",UIS.CR.3.URB.Q4.F,..,..,..,..,..,..,2.20137,..,..,..,12.33943,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, fourth quintile, male (%)",UIS.CR.3.URB.Q4.M,..,..,..,..,..,..,18.23356,..,..,..,30.09415,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, middle quintile, female (%)",UIS.CR.3.URB.Q3.F,..,..,..,..,..,..,0,..,..,..,14.22879,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, middle quintile, male (%)",UIS.CR.3.URB.Q3.M,..,..,..,..,..,..,20.39893,..,..,..,28.19942,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, poorest quintile, female (%)",UIS.CR.3.URB.Q1.F,..,..,..,..,..,..,0,..,..,..,18.18428,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, poorest quintile, male (%)",UIS.CR.3.URB.Q1.M,..,..,..,..,..,..,0,..,..,..,40.01554,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, richest quintile, female (%)",UIS.CR.3.URB.Q5.F,..,..,..,..,..,..,23.1768,..,..,..,34.56156,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, richest quintile, male (%)",UIS.CR.3.URB.Q5.M,..,..,..,..,..,..,38.28451,..,..,..,54.74352,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, second quintile, female (%)",UIS.CR.3.URB.Q2.F,..,..,..,..,..,..,0,..,..,..,15.79885,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Completion rate, upper secondary education, urban, second quintile, male (%)",UIS.CR.3.URB.Q2.M,..,..,..,..,..,..,0,..,..,..,28.45719,..,..,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, fourth quintile, female (%)",UIS.CR.2.RUR.Q4.F,..,..,..,..,0,..,..,..,..,..,..,..,94.99794,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, fourth quintile, male (%)",UIS.CR.2.RUR.Q4.M,..,..,..,..,0,..,..,..,..,..,..,..,100,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, middle quintile, female (%)",UIS.CR.2.RUR.Q3.F,..,..,..,..,61.9387,..,..,..,..,..,..,..,97.36567,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, middle quintile, male (%)",UIS.CR.2.RUR.Q3.M,..,..,..,..,62.71269,..,..,..,..,..,..,..,97.20899,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, poorest quintile, female (%)",UIS.CR.2.RUR.Q1.F,..,..,..,..,36.28946,..,..,..,..,..,..,..,88.05953,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, poorest quintile, male (%)",UIS.CR.2.RUR.Q1.M,..,..,..,..,44.3609,..,..,..,..,..,..,..,92.0182,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, richest quintile, female (%)",UIS.CR.2.RUR.Q5.F,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, richest quintile, male (%)",UIS.CR.2.RUR.Q5.M,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, second quintile, female (%)",UIS.CR.2.RUR.Q2.F,..,..,..,..,48.18109,..,..,..,..,..,..,..,95.56161,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, rural, second quintile, male (%)",UIS.CR.2.RUR.Q2.M,..,..,..,..,66.72133,..,..,..,..,..,..,..,92.42409,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, fourth quintile, female (%)",UIS.CR.2.URB.Q4.F,..,..,..,..,84.33926,..,..,..,..,..,..,..,97.78642,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, fourth quintile, male (%)",UIS.CR.2.URB.Q4.M,..,..,..,..,77.16682,..,..,..,..,..,..,..,96.12347,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, middle quintile, female (%)",UIS.CR.2.URB.Q3.F,..,..,..,..,74.13395,..,..,..,..,..,..,..,95.27205,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, middle quintile, male (%)",UIS.CR.2.URB.Q3.M,..,..,..,..,73.31567,..,..,..,..,..,..,..,87.37533,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, poorest quintile, female (%)",UIS.CR.2.URB.Q1.F,..,..,..,..,0,..,..,..,..,..,..,..,72.39371,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, poorest quintile, male (%)",UIS.CR.2.URB.Q1.M,..,..,..,..,0,..,..,..,..,..,..,..,67.97298,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, richest quintile, female (%)",UIS.CR.2.URB.Q5.F,..,..,..,..,92.29335,..,..,..,..,..,..,..,100,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, richest quintile, male (%)",UIS.CR.2.URB.Q5.M,..,..,..,..,92.81846,..,..,..,..,..,..,..,99.60987,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, second quintile, female (%)",UIS.CR.2.URB.Q2.F,..,..,..,..,0,..,..,..,..,..,..,..,86.62154,..,..,..,..,..,..
Albania,ALB,"Completion rate, lower secondary education, urban, second quintile, male (%)",UIS.CR.2.URB.Q2.M,..,..,..,..,0,..,..,..,..,..,..,..,89.31366,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, fourth quintile, female (%)",UIS.CR.1.RUR.Q4.F,..,..,..,..,100,..,..,..,..,..,..,..,91.00129,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, fourth quintile, male (%)",UIS.CR.1.RUR.Q4.M,..,..,..,..,0,..,..,..,..,..,..,..,76.31654,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, middle quintile, female (%)",UIS.CR.1.RUR.Q3.F,..,..,..,..,100,..,..,..,..,..,..,..,96.19938,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, middle quintile, male (%)",UIS.CR.1.RUR.Q3.M,..,..,..,..,100,..,..,..,..,..,..,..,97.35052,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, poorest quintile, female (%)",UIS.CR.1.RUR.Q1.F,..,..,..,..,97.08582,..,..,..,..,..,..,..,95.65691,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, poorest quintile, male (%)",UIS.CR.1.RUR.Q1.M,..,..,..,..,96.80548,..,..,..,..,..,..,..,89.64777,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, richest quintile, female (%)",UIS.CR.1.RUR.Q5.F,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, richest quintile, male (%)",UIS.CR.1.RUR.Q5.M,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, second quintile, female (%)",UIS.CR.1.RUR.Q2.F,..,..,..,..,99.0407,..,..,..,..,..,..,..,93.84582,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, rural, second quintile, male (%)",UIS.CR.1.RUR.Q2.M,..,..,..,..,99.39029,..,..,..,..,..,..,..,93.62263,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, fourth quintile, female (%)",UIS.CR.1.URB.Q4.F,..,..,..,..,96.61768,..,..,..,..,..,..,..,96.62785,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, fourth quintile, male (%)",UIS.CR.1.URB.Q4.M,..,..,..,..,99.39183,..,..,..,..,..,..,..,96.31943,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, middle quintile, female (%)",UIS.CR.1.URB.Q3.F,..,..,..,..,97.20556,..,..,..,..,..,..,..,93.5582,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, middle quintile, male (%)",UIS.CR.1.URB.Q3.M,..,..,..,..,97.00869,..,..,..,..,..,..,..,96.65268,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, poorest quintile, female (%)",UIS.CR.1.URB.Q1.F,..,..,..,..,0,..,..,..,..,..,..,..,96.81495,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, poorest quintile, male (%)",UIS.CR.1.URB.Q1.M,..,..,..,..,0,..,..,..,..,..,..,..,98.41057,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, richest quintile, female (%)",UIS.CR.1.URB.Q5.F,..,..,..,..,99.37401,..,..,..,..,..,..,..,99.2867,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, richest quintile, male (%)",UIS.CR.1.URB.Q5.M,..,..,..,..,99.3401,..,..,..,..,..,..,..,97.08267,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, second quintile, female (%)",UIS.CR.1.URB.Q2.F,..,..,..,..,0,..,..,..,..,..,..,..,92.14256,..,..,..,..,..,..
Albania,ALB,"Completion rate, primary education, urban, second quintile, male (%)",UIS.CR.1.URB.Q2.M,..,..,..,..,0,..,..,..,..,..,..,..,94.50994,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, fourth quintile, female (%)",UIS.CR.3.RUR.Q4.F,..,..,..,..,0,..,..,..,..,..,..,..,67.4981,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, fourth quintile, male (%)",UIS.CR.3.RUR.Q4.M,..,..,..,..,0,..,..,..,..,..,..,..,88.57802,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, middle quintile, female (%)",UIS.CR.3.RUR.Q3.F,..,..,..,..,25.0962,..,..,..,..,..,..,..,77.55687,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, middle quintile, male (%)",UIS.CR.3.RUR.Q3.M,..,..,..,..,40.06034,..,..,..,..,..,..,..,89.77022,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, poorest quintile, female (%)",UIS.CR.3.RUR.Q1.F,..,..,..,..,13.72795,..,..,..,..,..,..,..,61.93999,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, poorest quintile, male (%)",UIS.CR.3.RUR.Q1.M,..,..,..,..,19.68903,..,..,..,..,..,..,..,62.69916,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, richest quintile, female (%)",UIS.CR.3.RUR.Q5.F,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, richest quintile, male (%)",UIS.CR.3.RUR.Q5.M,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, second quintile, female (%)",UIS.CR.3.RUR.Q2.F,..,..,..,..,25.05065,..,..,..,..,..,..,..,75.95984,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, rural, second quintile, male (%)",UIS.CR.3.RUR.Q2.M,..,..,..,..,27.44159,..,..,..,..,..,..,..,76.48235,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, fourth quintile, female (%)",UIS.CR.3.URB.Q4.F,..,..,..,..,67.72512,..,..,..,..,..,..,..,92.71242,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, fourth quintile, male (%)",UIS.CR.3.URB.Q4.M,..,..,..,..,66.39587,..,..,..,..,..,..,..,87.54494,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, middle quintile, female (%)",UIS.CR.3.URB.Q3.F,..,..,..,..,36.69839,..,..,..,..,..,..,..,81.40919,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, middle quintile, male (%)",UIS.CR.3.URB.Q3.M,..,..,..,..,53.50126,..,..,..,..,..,..,..,74.22073,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, poorest quintile, female (%)",UIS.CR.3.URB.Q1.F,..,..,..,..,0,..,..,..,..,..,..,..,48.17153,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, poorest quintile, male (%)",UIS.CR.3.URB.Q1.M,..,..,..,..,0,..,..,..,..,..,..,..,41.2846,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, richest quintile, female (%)",UIS.CR.3.URB.Q5.F,..,..,..,..,90.37709,..,..,..,..,..,..,..,98.89467,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, richest quintile, male (%)",UIS.CR.3.URB.Q5.M,..,..,..,..,88.80254,..,..,..,..,..,..,..,95.75481,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, second quintile, female (%)",UIS.CR.3.URB.Q2.F,..,..,..,..,0,..,..,..,..,..,..,..,75.39581,..,..,..,..,..,..
Albania,ALB,"Completion rate, upper secondary education, urban, second quintile, male (%)",UIS.CR.3.URB.Q2.M,..,..,..,..,0,..,..,..,..,..,..,..,58.7761,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, fourth quintile, female (%)",UIS.CR.2.RUR.Q4.F,..,..,..,..,..,..,..,..,67.58733,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, fourth quintile, male (%)",UIS.CR.2.RUR.Q4.M,..,..,..,..,..,..,..,..,60.63897,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, middle quintile, female (%)",UIS.CR.2.RUR.Q3.F,..,..,..,..,..,..,..,..,62.74258,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, middle quintile, male (%)",UIS.CR.2.RUR.Q3.M,..,..,..,..,..,..,..,..,48.90042,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, poorest quintile, female (%)",UIS.CR.2.RUR.Q1.F,..,..,..,..,..,..,..,..,45.49652,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, poorest quintile, male (%)",UIS.CR.2.RUR.Q1.M,..,..,..,..,..,..,..,..,30.65794,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, richest quintile, female (%)",UIS.CR.2.RUR.Q5.F,..,..,..,..,..,..,..,..,61.64707,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, richest quintile, male (%)",UIS.CR.2.RUR.Q5.M,..,..,..,..,..,..,..,..,68.59951,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, second quintile, female (%)",UIS.CR.2.RUR.Q2.F,..,..,..,..,..,..,..,..,55.20868,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, rural, second quintile, male (%)",UIS.CR.2.RUR.Q2.M,..,..,..,..,..,..,..,..,41.76374,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, fourth quintile, female (%)",UIS.CR.2.URB.Q4.F,..,..,..,..,..,..,..,..,74.63051,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, fourth quintile, male (%)",UIS.CR.2.URB.Q4.M,..,..,..,..,..,..,..,..,53.67744,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, middle quintile, female (%)",UIS.CR.2.URB.Q3.F,..,..,..,..,..,..,..,..,61.32551,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, middle quintile, male (%)",UIS.CR.2.URB.Q3.M,..,..,..,..,..,..,..,..,49.17258,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, poorest quintile, female (%)",UIS.CR.2.URB.Q1.F,..,..,..,..,..,..,..,..,50.77218,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, poorest quintile, male (%)",UIS.CR.2.URB.Q1.M,..,..,..,..,..,..,..,..,27.1571,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, richest quintile, female (%)",UIS.CR.2.URB.Q5.F,..,..,..,..,..,..,..,..,87.34885,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, richest quintile, male (%)",UIS.CR.2.URB.Q5.M,..,..,..,..,..,..,..,..,70.95215,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, second quintile, female (%)",UIS.CR.2.URB.Q2.F,..,..,..,..,..,..,..,..,60.10228,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, lower secondary education, urban, second quintile, male (%)",UIS.CR.2.URB.Q2.M,..,..,..,..,..,..,..,..,39.13323,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Completion rate, primary education, rural, fourth quintile, female (%)",UIS.CR.1.RUR.Q4.F,..,..,..,..,..,..,..,..,95.81165,..,..,..,..,..,..,..,..,..,..
